year,zip,count,zip_population,zip_area,per_capita,per_area,normalized_per_area,normalized_per_population,normalized_count,density,normalized_density
2019,02134,375,18437,854.438872322,0.020339534631448,0.43888452661442,21.57790404584,0.020217982603833,0.097786783367489,0.20182992465016,1.7350336919904E-6
2019,02125,1013,32614,1486.6968919533,0.03106028086098,0.68137628152907,21.937222157739,0.0313887890122,0.14932912728445,0.54520990312164,1.7639257024916E-6
2019,02110,32,2307,152.37106875965,0.013870827915041,0.21001362174914,15.140669542977,0.0096746444533971,0.066687054007553,0.017222820236814,1.2174292609954E-6
2019,02118,1858,27718,715.37137448028,0.067032253409337,2.5972523730766,38.746308545176,0.11964696887744,0.3222722919451,1,3.1155088382691E-6
2019,02126,709,25572,1395.4511089712,0.027725637415924,0.50807942710563,18.325256854648,0.023405566602743,0.13329709596819,0.38159311087191,1.4734952009077E-6
2019,02109,406,3627,127.10586408985,0.1119382409705,3.1941877969768,28.535268816835,0.14714584223515,0.53816769747504,0.21851453175457,2.2944606993354E-6
2019,02021,0,24122,0.05422187781109,0,0,444875.7766015,0,0,0,0.035771521622963
2019,02113,1399,6726,64.447379544124,0.20799881058579,21.707632023148,104.3642122857,1,1,0.7529601722282,8.3917058936332E-6
2019,02130,932,41112,2415.5452944268,0.022669780112862,0.38583420569687,17.019759511384,0.017774126873232,0.10898995070701,0.5016146393972,1.3685229167343E-6
2019,02121,675,29888,1122.725487675,0.022584314775161,0.60121553078647,26.62093301355,0.02769604396027,0.10857905731074,0.36329386437029,2.140533000453E-6
2019,02119,922,28307,1021.8434005305,0.032571448758258,0.90229089850884,27.701896381876,0.041565606858762,0.1565943991051,0.4962325080732,2.2274509819154E-6
2019,02115,563,28559,453.88650218431,0.019713575405301,1.2403981993088,62.921016294957,0.057141110462261,0.094777346802042,0.30301399354144,5.0593460316677E-6
2019,02163,0,2198,75.099018387558,0,0,29.26802569718,0,0,0,2.3533801325082E-6
2019,02135,1108,45024,1804.8858109214,0.024609097370291,0.61388925177176,24.945622447448,0.028279881062897,0.11831364468376,0.59634015069968,2.0058248160733E-6
2019,02199,2,1232,36.803888047732,0.0016233766233766,0.054342084657092,33.474724148769,0.0025033630844278,0.0078047399348329,0.0010764262648009,2.6916318704919E-6
2019,02459,0,19081,0.57008165130302,0,0,33470.643997026,0,0,0,0.0026913037941075
2019,02124,1448,56070,1966.4382013851,0.025824861779918,0.73635672810876,28.513481868134,0.033921559354034,0.12415869930788,0.77933261571582,2.2927088568043E-6
2019,02132,612,26437,2969.712705643,0.023149373983432,0.20608054066546,8.9022079306745,0.0094934602008043,0.11129570365444,0.32938643702906,7.1580773832397E-7
2019,02114,1381,13401,287.84743375891,0.10305201104395,4.7976804307961,46.555912710426,0.22101353227658,0.49544519391109,0.74327233584499,3.7434626153844E-6
2019,02108,574,4225,141.46356918326,0.13585798816568,4.057581773979,29.866346681291,0.18691959443813,0.65316713967289,0.30893433799785,2.4014898591921E-6
2019,02136,619,40947,2941.436025235,0.015117102596039,0.21044142884275,13.920751513448,0.0096943521346937,0.072678793467446,0.33315392895587,1.1193382286967E-6
2019,02111,304,7841,179.60971869217,0.038770564978957,1.6925587446692,43.655766832075,0.07797067606749,0.18639801290097,0.16361679224973,3.5102680103877E-6
2019,02210,9,4830,743.18664082978,0.0018633540372671,0.012110013158944,6.4990403952999,0.000557868916611,0.0089584840991125,0.0048439181916039,5.2257411227231E-7
2019,02116,1413,22587,438.88076604158,0.062558108646567,3.2195532575837,51.465003134496,0.14831434650037,0.30076185758171,0.76049515608181,4.1381922084299E-6
2019,02131,570,32609,1875.3167241138,0.017479836854856,0.30394865713649,17.388529404498,0.014001925995999,0.084038157745362,0.30678148546825,1.3981749250009E-6
2019,02127,1302,35266,1550.4165001018,0.036919412465264,0.83977434445165,22.746145953481,0.038685672557751,0.17749819030834,0.70075349838536,1.8289695564676E-6
2019,02120,413,15082,397.83043042133,0.02738363612253,1.0381307421924,37.910624343209,0.047823306617937,0.13165284957837,0.22228202368138,3.0483132365462E-6
2019,02203,0,1,19.845425926216,0,0,0.050389445090166,0,0,0,4.051708857654E-9
2019,02215,338,25856,578.47355371733,0.013072400990099,0.58429637418682,44.696943937794,0.026916633447801,0.06284844107177,0.18191603875135,3.5939868625021E-6
2019,02129,441,20411,969.92108644058,0.021605996766449,0.45467616506656,21.043980057083,0.020945452022667,0.10387557844971,0.23735199138859,1.692101991697E-6
2019,02128,968,45501,3393.0717184246,0.021274257708622,0.28528722064544,13.409972961351,0.013142254315958,0.102280670013,0.52099031216362,1.0782676040823E-6
2019,02122,751,23747,1402.3498930497,0.031625047374405,0.53552968750674,16.933719692706,0.024670110813361,0.15204436643334,0.40419806243272,1.3616046366297E-6
2019,02151,0,60736,199.8977913536,0,0,303.83527295989,0,0,0,2.4430752601393E-5
2019,02186,0,28414,0.0022847097298924,0,0,12436590.796739,0,0,0,1
2019,02026,0,25308,0.44017516071741,0,0,57495.293370831,0,0,0,0.0046230751104158
2019,02152,0,19088,203.70598222496,0,0,93.703679153223,0,0,0,7.534514939399E-6
