year,zip,count,zip_population,zip_area,per_capita,per_area,normalized_per_area,normalized_per_population,normalized_count,density,normalized_density
2018,02134,413,18437,854.438872322,0.022400607474101,0.48335815864468,21.57790404584,0.024960870757951,0.12072635085802,0.21898197242842,1.7350336919904E-6
2018,02125,1006,32614,1486.6968919533,0.030845649107745,0.67666785707626,21.937222157739,0.034943485745435,0.16624025312395,0.53340402969247,1.7639257024916E-6
2018,02110,59,2307,152.37106875965,0.025574338968357,0.38721261509997,15.140669542977,0.019995864078221,0.13783093261312,0.031283138918346,1.2174292609954E-6
2018,02118,1886,27718,715.37137448028,0.068042427303557,2.6363928824664,38.746308545176,0.13614472173376,0.36670942791965,1,3.1155088382691E-6
2018,02126,606,25572,1395.4511089712,0.023697794462694,0.43426817041751,18.325256854648,0.02242583782278,0.12771744034942,0.32131495227996,1.4734952009077E-6
2018,02109,360,3627,127.10586408985,0.099255583126551,2.8322847460878,28.535268816835,0.14626068109628,0.53493033021569,0.19088016967126,2.2944606993354E-6
2018,02021,0,24122,0.05422187781109,0,0,444875.7766015,0,0,0,0.035771521622963
2018,02113,1248,6726,64.447379544124,0.18554861730598,19.364635285839,104.3642122857,1,1,0.66171792152704,8.3917058936332E-6
2018,02130,1199,41112,2415.5452944268,0.029164234286826,0.49636825389544,17.019759511384,0.025632718952286,0.15717839728621,0.63573700954401,1.3685229167343E-6
2018,02121,810,29888,1122.725487675,0.027101177730193,0.72145863694377,26.62093301355,0.037256505288863,0.14605971267089,0.42948038176034,2.140533000453E-6
2018,02119,1099,28307,1021.8434005305,0.038824319073021,1.0755072640577,27.701896381876,0.055539763500953,0.20924068115796,0.58271474019088,2.2274509819154E-6
2018,02115,559,28559,453.88650218431,0.019573514478798,1.23158542347,62.921016294957,0.063599722137327,0.10548995062852,0.29639448568399,5.0593460316677E-6
2018,02163,0,2198,75.099018387558,0,0,29.26802569718,0,0,0,2.3533801325082E-6
2018,02135,1109,45024,1804.8858109214,0.024631307746979,0.61444330344304,24.945622447448,0.031730176911329,0.13274853838636,0.58801696712619,2.0058248160733E-6
2018,02199,5,1232,36.803888047732,0.0040584415584416,0.13585521164273,33.474724148769,0.0070156349261109,0.021872658591409,0.0026511134676564,2.6916318704919E-6
2018,02459,0,19081,0.57008165130302,0,0,33470.643997026,0,0,0,0.0026913037941075
2018,02124,1508,56070,1966.4382013851,0.026894952737649,0.76686874722929,28.513481868134,0.039601507382382,0.14494827893704,0.79957582184517,2.2927088568043E-6
2018,02132,588,26437,2969.712705643,0.022241555395847,0.19799895083544,8.9022079306745,0.0102247704598,0.11986915191704,0.31177094379639,7.1580773832397E-7
2018,02114,1708,13401,287.84743375891,0.12745317513618,5.9336988963068,46.555912710426,0.30641934685163,0.68689908330607,0.90562036055143,3.7434626153844E-6
2018,02108,633,4225,141.46356918326,0.1498224852071,4.4746502838479,29.866346681291,0.23107330542497,0.80745675921711,0.3356309650053,2.4014898591921E-6
2018,02136,638,40947,2941.436025235,0.015581117053752,0.21690085880723,13.920751513448,0.01120087497676,0.083973231813733,0.33828207847296,1.1193382286967E-6
2018,02111,362,7841,179.60971869217,0.046167580665731,2.0154811367442,43.655766832075,0.10408051104469,0.2488166246456,0.19194061505832,3.5102680103877E-6
2018,02210,21,4830,743.18664082978,0.0043478260869565,0.028256697370869,6.4990403952999,0.0014591907853556,0.023432274247492,0.011134676564157,5.2257411227231E-7
2018,02116,1553,22587,438.88076604158,0.068756364280338,3.5385465032042,51.465003134496,0.18273241147959,0.37055713633778,0.82343584305408,4.1381922084299E-6
2018,02131,724,32609,1875.3167241138,0.022202459443712,0.38606811888915,17.388529404498,0.019936761689051,0.11965844729039,0.38388123011665,1.3981749250009E-6
2018,02127,1397,35266,1550.4165001018,0.039613225202745,0.90104820214973,22.746145953481,0.046530605345749,0.21349243005902,0.7407211028632,1.8289695564676E-6
2018,02120,427,15082,397.83043042133,0.028311894974141,1.0733216148091,37.910624343209,0.055426895418678,0.15258478012506,0.22640509013786,3.0483132365462E-6
2018,02203,0,1,19.845425926216,0,0,0.050389445090166,0,0,0,4.051708857654E-9
2018,02215,437,25856,578.47355371733,0.01690129950495,0.75543643644864,44.696943937794,0.039011136811912,0.091088253581969,0.23170731707317,3.5939868625021E-6
2018,02129,598,20411,969.92108644058,0.029297927588065,0.61654500387711,21.043980057083,0.031838709832453,0.15789892704914,0.31707317073171,1.692101991697E-6
2018,02128,853,45501,3393.0717184246,0.018746840728775,0.25139462728364,13.409972961351,0.012982151410178,0.10103465604306,0.45227995758218,1.0782676040823E-6
2018,02122,741,23747,1402.3498930497,0.031203941550512,0.52839879952396,16.933719692706,0.027286793256074,0.16817124268329,0.39289501590668,1.3616046366297E-6
2018,02151,0,60736,199.8977913536,0,0,303.83527295989,0,0,0,2.4430752601393E-5
2018,02186,0,28414,0.0022847097298924,0,0,12436590.796739,0,0,0,1
2018,02026,0,25308,0.44017516071741,0,0,57495.293370831,0,0,0,0.0046230751104158
2018,02152,0,19088,203.70598222496,0,0,93.703679153223,0,0,0,7.534514939399E-6
